planet_name,jwst_instrument,jwst_filter,jwst_dispersion,type,num_obs,jwst_cycle,pid,eap_months,radius_rearth,mass_mearth,period_day,sma_au,eq-temp_kelvin,host_name,system_p-num,system_s-num,system-distance_pc,star-teff_kelvin,star-radius_rsol,star-mass_msol,star-log10-lbol_lsol,star-age_ga,star-rotvel_kms
WASP-17 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-178 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2055,12,20.288,527.5978,3.3448285,0.0558,2470.0,WASP-178,1.0,1.0,427.678,9360.0,1.67,2.07,1.215,0.43,8.2
WASP-18 b,NIRISS / SOSS,-,GR700XD,Eclipse,1,1,1366,0,13.899,3241.84975,0.94145223,0.02024,2429.0,WASP-18,2.0,2.0,123.483,6432.0,1.32,1.29,0.428,1.57,11.0
WASP-189 b,NIRISS / SOSS,-,GR700XD,Transit,1,2,3279,0,18.147,632.47853,2.724033,0.05053,3353.0,WASP-189,1.0,1.0,99.731,8000.0,2.36,2.03,1.262,0.73,93.1
WASP-19 b,NIRSpec / BOTS,CLEAR,PRISM,Eclipse,1,1,1274,12,15.861,366.77398,0.78883852,0.01652,2113.0,WASP-19,1.0,1.0,268.325,5616.0,1.01,0.97,-0.043,6.4,4.63
WASP-19 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,3,5924,0,15.861,366.77398,0.78883852,0.01652,2113.0,WASP-19,1.0,1.0,268.325,5616.0,1.01,0.97,-0.043,6.4,4.63
WASP-39 b,NIRCam / GTS,F322W2,GRISM,Transit,1,1,1366,0,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-39 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1366,0,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-39 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,1366,0,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-39 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,1,1366,0,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-39 b,MIRI / LRS,-,-,Transit,1,1,2783,0,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-39 b,NIRSpec / BOTS,F290LP,G395H,Eclipse,1,3,5634,12,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-43 b,NIRSpec / BOTS,F290LP,G395H,Phase Curve,1,1,1224,12,10.424,565.714,0.813475,0.0142,1426.7,WASP-43,1.0,1.0,86.7467,4400.0,0.6,0.58,-0.825,7.0,4.0
WASP-43 b,MIRI / LRS,-,-,Phase Curve,1,1,1366,0,10.424,565.714,0.813475,0.0142,1426.7,WASP-43,1.0,1.0,86.7467,4400.0,0.6,0.58,-0.825,7.0,4.0
WASP-47 e,NIRSpec / BOTS,F290LP,G395H,Eclipse,2,2,3615,12,1.83,9.0,0.78961,0.01673,,WASP-47,4.0,1.0,264.78,5371.0,1.16,1.04,0.024,6.5,1.8
WASP-52 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1201,12,14.24,146.2,1.7497798,0.0272,1315.0,WASP-52,1.0,1.0,174.818,5008.37,0.79,0.87,-0.378,0.4,3.6
WASP-52 b,NIRSpec / BOTS,CLEAR,PRISM,Eclipse,1,1,1224,12,14.24,146.2,1.7497798,0.0272,1315.0,WASP-52,1.0,1.0,174.818,5008.37,0.79,0.87,-0.378,0.4,3.6
WASP-52 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3969,12,14.24,146.2,1.7497798,0.0272,1315.0,WASP-52,1.0,1.0,174.818,5008.37,0.79,0.87,-0.378,0.4,3.6
WASP-6 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,3,5924,0,11.545,117.5971,3.36101,0.04217,1184.0,WASP-6,1.0,1.0,197.119,5450.0,0.73,0.55,-0.297,11.0,1.4
WASP-63 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,2113,12,15.805,117.5971,4.37808,0.0574,1469.90841337,WASP-63,1.0,1.0,290.684,5550.0,1.86,1.28,0.449,8.3,2.8
WASP-63 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5924,0,15.805,117.5971,4.37808,0.0574,1469.90841337,WASP-63,1.0,1.0,290.684,5550.0,1.86,1.28,0.449,8.3,2.8
WASP-69 b,MIRI / LRS,-,-,Eclipse,1,1,1177,12,12.442,92.1707,3.86814,0.04525,963.0,WASP-69,1.0,1.0,49.9605,4700.0,0.86,0.98,-0.468,7.0,2.2
WASP-69 b,NIRCam / GTS,F444W,GRISM,Eclipse,1,1,1185,12,12.442,92.1707,3.86814,0.04525,963.0,WASP-69,1.0,1.0,49.9605,4700.0,0.86,0.98,-0.468,7.0,2.2
WASP-69 b,NIRCam / GTS,F322W2,GRISM,Eclipse,1,1,1185,12,12.442,92.1707,3.86814,0.04525,963.0,WASP-69,1.0,1.0,49.9605,4700.0,0.86,0.98,-0.468,7.0,2.2
WASP-69 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3712,12,12.442,92.1707,3.86814,0.04525,963.0,WASP-69,1.0,1.0,49.9605,4700.0,0.86,0.98,-0.468,7.0,2.2
WASP-69 b,MIRI / LRS,-,-,Transit,1,2,3712,12,12.442,92.1707,3.86814,0.04525,963.0,WASP-69,1.0,1.0,49.9605,4700.0,0.86,0.98,-0.468,7.0,2.2
WASP-69 b,NIRISS / SOSS,-,GR700XD,Transit,1,3,5924,0,12.442,92.1707,3.86814,0.04525,963.0,WASP-69,1.0,1.0,49.9605,4700.0,0.86,0.98,-0.468,7.0,2.2
WASP-76 b,NIRSpec / BOTS,F290LP,G395H,Phase Curve,1,3,5268,12,20.781,284.1386,1.80988198,0.033,2228.0,WASP-76,1.0,2.0,194.459,6329.0,1.76,1.46,0.654,1.816,1.48
WASP-76 b,MIRI / LRS,-,SLITLESS,Transit,1,3,6045,12,20.781,284.1386,1.80988198,0.033,2228.0,WASP-76,1.0,2.0,194.459,6329.0,1.76,1.46,0.654,1.816,1.48
WASP-76 b,NIRISS / SOSS,-,GR700XD,Transit,1,3,5924,0,20.781,284.1386,1.80988198,0.033,2228.0,WASP-76,1.0,2.0,194.459,6329.0,1.76,1.46,0.654,1.816,1.48
WASP-77 A b,NIRSpec / BOTS,F290LP,G395H,Eclipse,1,1,1274,12,13.787,529.81995,1.36002854,0.02335,1715.0,WASP-77 A,1.0,2.0,105.166,5617.0,0.91,0.9,-0.129,6.2,4.0
WASP-80 b,MIRI / LRS,-,-,Transit,1,1,1177,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,MIRI / LRS,-,-,Eclipse,1,1,1177,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRCam / GTS,F444W,GRISM,Transit,1,1,1185,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRCam / GTS,F444W,GRISM,Eclipse,1,1,1185,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRCam / GTS,F322W2,GRISM,Transit,1,1,1185,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRCam / GTS,F322W2,GRISM,Eclipse,1,1,1185,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRISS / SOSS,-,GR700XD,Eclipse,1,1,1201,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRISS / SOSS,-,GR700XD,Transit,1,3,5924,0,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-94 A b,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3154,12,17.71,158.915,3.95019,0.055,1604.0,WASP-94 A,2.0,2.0,211.211,6170.0,1.48,1.67,0.51,2.7,4.2
WASP-94 A b,NIRISS / SOSS,-,GR700XD,Transit,1,3,5924,0,17.71,158.915,3.95019,0.055,1604.0,WASP-94 A,2.0,2.0,211.211,6170.0,1.48,1.67,0.51,2.7,4.2
WASP-96 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,2734,0,13.45,152.55,3.4252602,0.0453,1285.0,WASP-96,1.0,1.0,352.464,5540.0,1.05,1.06,0.032,8.0,1.5
WASP-96 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,4082,12,13.45,152.55,3.4252602,0.0453,1285.0,WASP-96,1.0,1.0,352.464,5540.0,1.05,1.06,0.032,8.0,1.5
WD 1856+534 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,4,1,2358,12,10.4,4386.054,1.4079405,0.0204,163.0,WD 1856+534,1.0,3.0,24.7359,4710.0,0.01,0.52,-4.12,7.93,
WD 1856+534 b,NIRSpec / BOTS,F290LP,G395M,Eclipse,1,1,2507,12,10.4,4386.054,1.4079405,0.0204,163.0,WD 1856+534,1.0,3.0,24.7359,4710.0,0.01,0.52,-4.12,7.93,
